dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_sum,registered_sum,cnt_sum
2011-07-17,fall,2011,July,5,not holiday,Sunday,not workingday,clear,0.64,0.6061,0.69,0.2239,4,8,12,2006,3296,5302
2011-07-17,fall,2011,July,6,not holiday,Sunday,not workingday,clear,0.62,0.5909,0.73,0.1642,10,11,21,2006,3296,5302
2011-07-17,fall,2011,July,7,not holiday,Sunday,not workingday,clear,0.64,0.6061,0.73,0.1642,20,30,50,2006,3296,5302
2011-07-17,fall,2011,July,8,not holiday,Sunday,not workingday,clear,0.68,0.6364,0.65,0.2239,45,73,118,2006,3296,5302
2011-07-17,fall,2011,July,9,not holiday,Sunday,not workingday,clear,0.72,0.6667,0.58,0.2239,74,110,184,2006,3296,5302
2011-07-17,fall,2011,July,10,not holiday,Sunday,not workingday,clear,0.74,0.6818,0.6,0.2239,127,177,304,2006,3296,5302
2011-07-17,fall,2011,July,11,not holiday,Sunday,not workingday,clear,0.76,0.697,0.55,0.2836,147,244,391,2006,3296,5302
2011-07-17,fall,2011,July,12,not holiday,Sunday,not workingday,clear,0.76,0.697,0.55,0.2836,177,243,420,2006,3296,5302
2011-07-17,fall,2011,July,13,not holiday,Sunday,not workingday,clear,0.8,0.7424,0.49,0.2985,200,272,472,2006,3296,5302
2011-07-17,fall,2011,July,14,not holiday,Sunday,not workingday,clear,0.8,0.7424,0.49,0.3582,168,262,430,2006,3296,5302
2011-07-17,fall,2011,July,15,not holiday,Sunday,not workingday,clear,0.82,0.7424,0.43,0.2985,129,195,324,2006,3296,5302
2011-07-17,fall,2011,July,16,not holiday,Sunday,not workingday,clear,0.8,0.7273,0.46,0.2985,129,188,317,2006,3296,5302
2011-07-17,fall,2011,July,17,not holiday,Sunday,not workingday,clear,0.8,0.7424,0.49,0.3881,133,236,369,2006,3296,5302
2011-07-17,fall,2011,July,18,not holiday,Sunday,not workingday,clear,0.8,0.7273,0.46,0.2985,147,243,390,2006,3296,5302
2011-07-17,fall,2011,July,19,not holiday,Sunday,not workingday,clear,0.76,0.697,0.55,0.2836,145,234,379,2006,3296,5302
2011-07-17,fall,2011,July,20,not holiday,Sunday,not workingday,clear,0.76,0.7121,0.58,0.2537,85,177,262,2006,3296,5302
2011-07-17,fall,2011,July,21,not holiday,Sunday,not workingday,clear,0.74,0.6818,0.62,0.2239,59,148,207,2006,3296,5302
2011-07-17,fall,2011,July,22,not holiday,Sunday,not workingday,clear,0.72,0.6818,0.66,0.2239,65,116,181,2006,3296,5302
2011-07-17,fall,2011,July,23,not holiday,Sunday,not workingday,clear,0.7,0.6667,0.74,0.1343,39,54,93,2006,3296,5302
2011-07-18,fall,2011,July,0,not holiday,Monday,workingday,clear,0.7,0.6667,0.74,0.1343,21,30,51,841,3617,4458
2011-07-18,fall,2011,July,1,not holiday,Monday,workingday,clear,0.7,0.6667,0.74,0.2239,17,8,25,841,3617,4458
2011-07-18,fall,2011,July,2,not holiday,Monday,workingday,clear,0.66,0.6061,0.83,0.2239,2,8,10,841,3617,4458
2011-07-18,fall,2011,July,3,not holiday,Monday,workingday,clear,0.66,0.6061,0.78,0.194,3,4,7,841,3617,4458
2011-07-18,fall,2011,July,4,not holiday,Monday,workingday,clear,0.64,0.5909,0.78,0.1642,1,3,4,841,3617,4458
2011-07-18,fall,2011,July,5,not holiday,Monday,workingday,clear,0.64,0.5909,0.78,0.1045,2,15,17,841,3617,4458
2011-07-18,fall,2011,July,6,not holiday,Monday,workingday,clear,0.64,0.5758,0.83,0.1045,10,95,105,841,3617,4458
2011-07-18,fall,2011,July,7,not holiday,Monday,workingday,clear,0.68,0.6364,0.74,0.2239,22,255,277,841,3617,4458
2011-07-18,fall,2011,July,8,not holiday,Monday,workingday,clear,0.7,0.6515,0.7,0.194,18,329,347,841,3617,4458
2011-07-18,fall,2011,July,9,not holiday,Monday,workingday,clear,0.74,0.697,0.67,0.2239,33,170,203,841,3617,4458
2011-07-18,fall,2011,July,10,not holiday,Monday,workingday,clear,0.76,0.7121,0.62,0.194,52,78,130,841,3617,4458
2011-07-18,fall,2011,July,11,not holiday,Monday,workingday,clear,0.8,0.7576,0.55,0.0896,42,99,141,841,3617,4458
2011-07-18,fall,2011,July,12,not holiday,Monday,workingday,clear,0.8,0.7727,0.59,0.194,39,126,165,841,3617,4458
2011-07-18,fall,2011,July,13,not holiday,Monday,workingday,clear,0.82,0.7879,0.56,0.2537,27,125,152,841,3617,4458
2011-07-18,fall,2011,July,14,not holiday,Monday,workingday,clear,0.82,0.7879,0.56,0.3284,32,106,138,841,3617,4458
2011-07-18,fall,2011,July,15,not holiday,Monday,workingday,clear,0.84,0.803,0.53,0.3284,53,111,164,841,3617,4458
2011-07-18,fall,2011,July,16,not holiday,Monday,workingday,clear,0.84,0.803,0.53,0.2836,45,220,265,841,3617,4458
2011-07-18,fall,2011,July,17,not holiday,Monday,workingday,clear,0.84,0.7879,0.49,0.3284,72,473,545,841,3617,4458
2011-07-18,fall,2011,July,18,not holiday,Monday,workingday,clear,0.82,0.7727,0.49,0.3582,80,478,558,841,3617,4458
2011-07-18,fall,2011,July,19,not holiday,Monday,workingday,clear,0.8,0.7576,0.55,0.2239,63,335,398,841,3617,4458
2011-07-18,fall,2011,July,20,not holiday,Monday,workingday,clear,0.78,0.7424,0.59,0.2239,91,232,323,841,3617,4458
2011-07-18,fall,2011,July,21,not holiday,Monday,workingday,clear,0.74,0.697,0.66,0.194,48,154,202,841,3617,4458
2011-07-18,fall,2011,July,22,not holiday,Monday,workingday,clear,0.76,0.7273,0.66,0.2239,36,104,140,841,3617,4458
2011-07-18,fall,2011,July,23,not holiday,Monday,workingday,clear,0.74,0.697,0.66,0.1642,32,59,91,841,3617,4458
2011-07-19,fall,2011,July,0,not holiday,Tuesday,workingday,clear,0.74,0.697,0.66,0.1045,25,26,51,752,3789,4541
2011-07-19,fall,2011,July,1,not holiday,Tuesday,workingday,mist,0.74,0.697,0.66,0.1343,7,6,13,752,3789,4541
2011-07-19,fall,2011,July,2,not holiday,Tuesday,workingday,clear,0.72,0.6818,0.7,0.1642,9,4,13,752,3789,4541
2011-07-19,fall,2011,July,3,not holiday,Tuesday,workingday,clear,0.72,0.6818,0.7,0.1642,2,1,3,752,3789,4541
2011-07-19,fall,2011,July,4,not holiday,Tuesday,workingday,clear,0.72,0.6818,0.7,0.1343,1,4,5,752,3789,4541
2011-07-19,fall,2011,July,5,not holiday,Tuesday,workingday,mist,0.7,0.6667,0.74,0.1045,0,19,19,752,3789,4541
2011-07-19,fall,2011,July,6,not holiday,Tuesday,workingday,mist,0.72,0.697,0.74,0.1045,8,126,134,752,3789,4541
2011-07-19,fall,2011,July,7,not holiday,Tuesday,workingday,mist,0.74,0.697,0.7,0.1642,28,287,315,752,3789,4541
2011-07-19,fall,2011,July,8,not holiday,Tuesday,workingday,mist,0.76,0.7273,0.7,0.1642,31,381,412,752,3789,4541
2011-07-19,fall,2011,July,9,not holiday,Tuesday,workingday,mist,0.8,0.7879,0.63,0.1343,22,177,199,752,3789,4541
2011-07-19,fall,2011,July,10,not holiday,Tuesday,workingday,mist,0.82,0.7879,0.56,0.1642,29,112,141,752,3789,4541
2011-07-19,fall,2011,July,11,not holiday,Tuesday,workingday,clear,0.82,0.803,0.59,0.0,29,98,127,752,3789,4541
2011-07-19,fall,2011,July,12,not holiday,Tuesday,workingday,clear,0.84,0.8182,0.56,0.0896,26,127,153,752,3789,4541
2011-07-19,fall,2011,July,13,not holiday,Tuesday,workingday,clear,0.86,0.8333,0.53,0.1045,33,139,172,752,3789,4541
2011-07-19,fall,2011,July,14,not holiday,Tuesday,workingday,clear,0.86,0.8182,0.5,0.194,41,111,152,752,3789,4541
2011-07-19,fall,2011,July,15,not holiday,Tuesday,workingday,clear,0.88,0.8182,0.44,0.194,48,110,158,752,3789,4541
2011-07-19,fall,2011,July,16,not holiday,Tuesday,workingday,clear,0.9,0.8485,0.42,0.2985,61,216,277,752,3789,4541
2011-07-19,fall,2011,July,17,not holiday,Tuesday,workingday,clear,0.8,0.803,0.66,0.0,68,445,513,752,3789,4541
2011-07-19,fall,2011,July,18,not holiday,Tuesday,workingday,clear,0.8,0.803,0.66,0.1343,80,450,530,752,3789,4541
2011-07-19,fall,2011,July,19,not holiday,Tuesday,workingday,clear,0.76,0.7424,0.75,0.194,54,334,388,752,3789,4541
2011-07-19,fall,2011,July,20,not holiday,Tuesday,workingday,clear,0.74,0.7273,0.74,0.0896,48,229,277,752,3789,4541
2011-07-19,fall,2011,July,21,not holiday,Tuesday,workingday,clear,0.74,0.7121,0.74,0.1343,47,194,241,752,3789,4541
2011-07-19,fall,2011,July,22,not holiday,Tuesday,workingday,clear,0.74,0.7121,0.74,0.0,36,120,156,752,3789,4541
2011-07-19,fall,2011,July,23,not holiday,Tuesday,workingday,light rain,0.72,0.697,0.79,0.1642,19,73,92,752,3789,4541
2011-07-20,fall,2011,July,0,not holiday,Wednesday,workingday,clear,0.7,0.6667,0.84,0.1045,11,29,40,644,3688,4332
2011-07-20,fall,2011,July,1,not holiday,Wednesday,workingday,clear,0.7,0.6667,0.84,0.0,4,7,11,644,3688,4332
2011-07-20,fall,2011,July,2,not holiday,Wednesday,workingday,clear,0.7,0.6667,0.84,0.0,2,7,9,644,3688,4332
2011-07-20,fall,2011,July,3,not holiday,Wednesday,workingday,clear,0.7,0.6667,0.84,0.1045,2,4,6,644,3688,4332
2011-07-20,fall,2011,July,4,not holiday,Wednesday,workingday,clear,0.68,0.6364,0.83,0.0,0,4,4,644,3688,4332
2011-07-20,fall,2011,July,5,not holiday,Wednesday,workingday,clear,0.68,0.6364,0.83,0.1045,4,19,23,644,3688,4332
2011-07-20,fall,2011,July,6,not holiday,Wednesday,workingday,mist,0.68,0.6364,0.89,0.1045,5,111,116,644,3688,4332
2011-07-20,fall,2011,July,7,not holiday,Wednesday,workingday,mist,0.7,0.6667,0.84,0.1045,27,276,303,644,3688,4332
2011-07-20,fall,2011,July,8,not holiday,Wednesday,workingday,clear,0.74,0.7121,0.74,0.0,34,404,438,644,3688,4332
2011-07-20,fall,2011,July,9,not holiday,Wednesday,workingday,clear,0.74,0.697,0.7,0.0896,28,181,209,644,3688,4332
2011-07-20,fall,2011,July,10,not holiday,Wednesday,workingday,clear,0.76,0.7273,0.7,0.0,34,76,110,644,3688,4332
2011-07-20,fall,2011,July,11,not holiday,Wednesday,workingday,clear,0.8,0.7879,0.63,0.0896,26,116,142,644,3688,4332
2011-07-20,fall,2011,July,12,not holiday,Wednesday,workingday,clear,0.82,0.803,0.59,0.0,28,121,149,644,3688,4332
2011-07-20,fall,2011,July,13,not holiday,Wednesday,workingday,clear,0.84,0.8182,0.56,0.194,23,97,120,644,3688,4332
2011-07-20,fall,2011,July,14,not holiday,Wednesday,workingday,clear,0.86,0.8333,0.53,0.2239,44,83,127,644,3688,4332
2011-07-20,fall,2011,July,15,not holiday,Wednesday,workingday,clear,0.86,0.8182,0.5,0.1642,36,102,138,644,3688,4332
2011-07-20,fall,2011,July,16,not holiday,Wednesday,workingday,clear,0.84,0.8182,0.56,0.0,30,204,234,644,3688,4332
2011-07-20,fall,2011,July,17,not holiday,Wednesday,workingday,clear,0.84,0.8333,0.59,0.194,50,405,455,644,3688,4332
2011-07-20,fall,2011,July,18,not holiday,Wednesday,workingday,clear,0.84,0.8333,0.59,0.2239,68,429,497,644,3688,4332
2011-07-20,fall,2011,July,19,not holiday,Wednesday,workingday,clear,0.82,0.8485,0.67,0.1642,59,323,382,644,3688,4332
2011-07-20,fall,2011,July,20,not holiday,Wednesday,workingday,clear,0.8,0.8333,0.75,0.2239,45,264,309,644,3688,4332
2011-07-20,fall,2011,July,21,not holiday,Wednesday,workingday,clear,0.8,0.803,0.66,0.1642,33,209,242,644,3688,4332
2011-07-20,fall,2011,July,22,not holiday,Wednesday,workingday,clear,0.78,0.7727,0.7,0.2239,25,144,169,644,3688,4332
2011-07-20,fall,2011,July,23,not holiday,Wednesday,workingday,clear,0.76,0.7424,0.75,0.2537,26,73,99,644,3688,4332
2011-07-21,fall,2011,July,0,not holiday,Thursday,workingday,mist,0.76,0.7424,0.75,0.194,13,29,42,632,3152,3784
2011-07-21,fall,2011,July,1,not holiday,Thursday,workingday,mist,0.74,0.7273,0.84,0.2239,5,16,21,632,3152,3784
2011-07-21,fall,2011,July,2,not holiday,Thursday,workingday,mist,0.74,0.7273,0.84,0.2239,2,4,6,632,3152,3784
2011-07-21,fall,2011,July,3,not holiday,Thursday,workingday,mist,0.74,0.7121,0.79,0.1343,1,5,6,632,3152,3784
2011-07-21,fall,2011,July,4,not holiday,Thursday,workingday,mist,0.72,0.7121,0.84,0.1045,0,4,4,632,3152,3784
2011-07-21,fall,2011,July,5,not holiday,Thursday,workingday,mist,0.72,0.7121,0.84,0.1045,2,16,18,632,3152,3784
2011-07-21,fall,2011,July,6,not holiday,Thursday,workingday,mist,0.72,0.7121,0.84,0.1045,6,111,117,632,3152,3784
2011-07-21,fall,2011,July,7,not holiday,Thursday,workingday,mist,0.74,0.7273,0.84,0.1343,23,251,274,632,3152,3784
2011-07-21,fall,2011,July,8,not holiday,Thursday,workingday,mist,0.76,0.7576,0.79,0.1642,23,358,381,632,3152,3784
2011-07-21,fall,2011,July,9,not holiday,Thursday,workingday,mist,0.8,0.8182,0.75,0.2537,34,166,200,632,3152,3784
2011-07-21,fall,2011,July,10,not holiday,Thursday,workingday,mist,0.82,0.8636,0.71,0.2239,31,47,78,632,3152,3784
2011-07-21,fall,2011,July,11,not holiday,Thursday,workingday,mist,0.86,0.8939,0.63,0.2985,27,79,106,632,3152,3784
2011-07-21,fall,2011,July,12,not holiday,Thursday,workingday,clear,0.88,0.8939,0.56,0.3284,29,106,135,632,3152,3784
2011-07-21,fall,2011,July,13,not holiday,Thursday,workingday,clear,0.88,0.8939,0.56,0.2985,21,81,102,632,3152,3784
2011-07-21,fall,2011,July,14,not holiday,Thursday,workingday,clear,0.9,0.8939,0.5,0.3582,50,97,147,632,3152,3784
2011-07-21,fall,2011,July,15,not holiday,Thursday,workingday,clear,0.9,0.9242,0.53,0.2537,40,93,133,632,3152,3784
2011-07-21,fall,2011,July,16,not holiday,Thursday,workingday,clear,0.92,0.9242,0.48,0.2836,43,167,210,632,3152,3784
2011-07-21,fall,2011,July,17,not holiday,Thursday,workingday,clear,0.92,0.9091,0.45,0.2985,40,374,414,632,3152,3784
2011-07-21,fall,2011,July,18,not holiday,Thursday,workingday,clear,0.9,0.8939,0.5,0.2836,39,343,382,632,3152,3784
2011-07-21,fall,2011,July,19,not holiday,Thursday,workingday,clear,0.86,0.9242,0.67,0.2836,51,233,284,632,3152,3784
2011-07-21,fall,2011,July,20,not holiday,Thursday,workingday,clear,0.84,0.8939,0.71,0.2239,38,199,237,632,3152,3784
2011-07-21,fall,2011,July,21,not holiday,Thursday,workingday,clear,0.82,0.8939,0.75,0.2239,38,187,225,632,3152,3784
2011-07-21,fall,2011,July,22,not holiday,Thursday,workingday,clear,0.82,0.8636,0.71,0.1642,36,113,149,632,3152,3784
2011-07-21,fall,2011,July,23,not holiday,Thursday,workingday,clear,0.8,0.8182,0.71,0.1642,40,73,113,632,3152,3784
2011-07-22,fall,2011,July,0,not holiday,Friday,workingday,clear,0.82,0.8333,0.63,0.1343,9,51,60,562,2825,3387
2011-07-22,fall,2011,July,1,not holiday,Friday,workingday,clear,0.8,0.7879,0.63,0.0,7,17,24,562,2825,3387
2011-07-22,fall,2011,July,2,not holiday,Friday,workingday,clear,0.78,0.803,0.79,0.1343,0,14,14,562,2825,3387
2011-07-22,fall,2011,July,3,not holiday,Friday,workingday,clear,0.78,0.7879,0.75,0.1045,1,6,7,562,2825,3387
2011-07-22,fall,2011,July,4,not holiday,Friday,workingday,clear,0.76,0.7424,0.75,0.1045,8,5,13,562,2825,3387
2011-07-22,fall,2011,July,5,not holiday,Friday,workingday,clear,0.74,0.7121,0.79,0.1045,2,17,19,562,2825,3387
2011-07-22,fall,2011,July,6,not holiday,Friday,workingday,clear,0.76,0.7424,0.75,0.0896,13,83,96,562,2825,3387
2011-07-22,fall,2011,July,7,not holiday,Friday,workingday,mist,0.8,0.803,0.66,0.1045,20,232,252,562,2825,3387
2011-07-22,fall,2011,July,8,not holiday,Friday,workingday,mist,0.84,0.8485,0.63,0.1642,30,292,322,562,2825,3387
2011-07-22,fall,2011,July,9,not holiday,Friday,workingday,clear,0.86,0.8939,0.63,0.0896,31,177,208,562,2825,3387
2011-07-22,fall,2011,July,10,not holiday,Friday,workingday,clear,0.9,0.9242,0.53,0.0896,32,83,115,562,2825,3387
2011-07-22,fall,2011,July,11,not holiday,Friday,workingday,clear,0.9,0.8939,0.5,0.1045,23,86,109,562,2825,3387
2011-07-22,fall,2011,July,12,not holiday,Friday,workingday,clear,0.94,0.9545,0.48,0.1642,20,95,115,562,2825,3387
2011-07-22,fall,2011,July,13,not holiday,Friday,workingday,clear,0.94,0.9848,0.51,0.1642,25,98,123,562,2825,3387
2011-07-22,fall,2011,July,14,not holiday,Friday,workingday,clear,0.96,1.0,0.48,0.2985,24,77,101,562,2825,3387
2011-07-22,fall,2011,July,15,not holiday,Friday,workingday,clear,0.94,0.9848,0.51,0.2985,32,101,133,562,2825,3387
2011-07-22,fall,2011,July,16,not holiday,Friday,workingday,light rain,0.9,0.8333,0.39,0.2985,29,153,182,562,2825,3387
2011-07-22,fall,2011,July,17,not holiday,Friday,workingday,clear,0.88,0.8485,0.47,0.1045,35,271,306,562,2825,3387
2011-07-22,fall,2011,July,18,not holiday,Friday,workingday,clear,0.9,0.8182,0.37,0.1642,34,250,284,562,2825,3387
2011-07-22,fall,2011,July,19,not holiday,Friday,workingday,mist,0.86,0.7879,0.41,0.1045,40,210,250,562,2825,3387
2011-07-22,fall,2011,July,20,not holiday,Friday,workingday,clear,0.84,0.8182,0.56,0.0,46,166,212,562,2825,3387
2011-07-22,fall,2011,July,21,not holiday,Friday,workingday,clear,0.82,0.803,0.59,0.0896,38,152,190,562,2825,3387
2011-07-22,fall,2011,July,22,not holiday,Friday,workingday,mist,0.84,0.7879,0.49,0.0896,44,105,149,562,2825,3387
2011-07-22,fall,2011,July,23,not holiday,Friday,workingday,clear,0.8,0.7879,0.63,0.194,19,84,103,562,2825,3387
2011-07-23,fall,2011,July,0,not holiday,Saturday,not workingday,clear,0.82,0.7879,0.56,0.0,16,85,101,987,2298,3285
2011-07-23,fall,2011,July,1,not holiday,Saturday,not workingday,clear,0.82,0.7727,0.52,0.1045,13,57,70,987,2298,3285
2011-07-23,fall,2011,July,2,not holiday,Saturday,not workingday,clear,0.82,0.7727,0.52,0.0,13,48,61,987,2298,3285
2011-07-23,fall,2011,July,3,not holiday,Saturday,not workingday,clear,0.78,0.7576,0.66,0.0896,6,16,22,987,2298,3285
2011-07-23,fall,2011,July,4,not holiday,Saturday,not workingday,clear,0.76,0.7273,0.66,0.1045,5,4,9,987,2298,3285
2011-07-23,fall,2011,July,5,not holiday,Saturday,not workingday,clear,0.76,0.7121,0.62,0.1343,1,6,7,987,2298,3285
2011-07-23,fall,2011,July,6,not holiday,Saturday,not workingday,clear,0.8,0.7424,0.52,0.1343,6,19,25,987,2298,3285
2011-07-23,fall,2011,July,7,not holiday,Saturday,not workingday,clear,0.8,0.7424,0.52,0.1045,7,38,45,987,2298,3285
2011-07-23,fall,2011,July,8,not holiday,Saturday,not workingday,clear,0.84,0.7879,0.49,0.2537,24,85,109,987,2298,3285
2011-07-23,fall,2011,July,9,not holiday,Saturday,not workingday,clear,0.84,0.7879,0.49,0.1642,30,102,132,987,2298,3285
2011-07-23,fall,2011,July,10,not holiday,Saturday,not workingday,clear,0.86,0.7879,0.41,0.2239,61,137,198,987,2298,3285
2011-07-23,fall,2011,July,11,not holiday,Saturday,not workingday,clear,0.9,0.8182,0.37,0.194,62,154,216,987,2298,3285
2011-07-23,fall,2011,July,12,not holiday,Saturday,not workingday,clear,0.92,0.8636,0.37,0.1045,71,164,235,987,2298,3285
2011-07-23,fall,2011,July,13,not holiday,Saturday,not workingday,clear,0.94,0.8788,0.38,0.1642,78,167,245,987,2298,3285
2011-07-23,fall,2011,July,14,not holiday,Saturday,not workingday,clear,0.92,0.8939,0.42,0.0,84,152,236,987,2298,3285
2011-07-23,fall,2011,July,15,not holiday,Saturday,not workingday,clear,0.94,0.8788,0.38,0.0,78,137,215,987,2298,3285
2011-07-23,fall,2011,July,16,not holiday,Saturday,not workingday,clear,0.94,0.8788,0.38,0.1343,70,151,221,987,2298,3285
2011-07-23,fall,2011,July,17,not holiday,Saturday,not workingday,clear,0.94,0.8788,0.38,0.1343,70,127,197,987,2298,3285
2011-07-23,fall,2011,July,18,not holiday,Saturday,not workingday,clear,0.92,0.8788,0.4,0.2239,62,134,196,987,2298,3285
2011-07-23,fall,2011,July,19,not holiday,Saturday,not workingday,mist,0.82,0.803,0.59,0.1343,80,137,217,987,2298,3285
2011-07-23,fall,2011,July,20,not holiday,Saturday,not workingday,clear,0.82,0.803,0.59,0.2239,47,98,145,987,2298,3285
2011-07-23,fall,2011,July,21,not holiday,Saturday,not workingday,clear,0.82,0.803,0.59,0.2239,39,115,154,987,2298,3285
2011-07-23,fall,2011,July,22,not holiday,Saturday,not workingday,clear,0.8,0.7727,0.59,0.194,37,88,125,987,2298,3285
2011-07-23,fall,2011,July,23,not holiday,Saturday,not workingday,clear,0.8,0.7727,0.59,0.1045,27,77,104,987,2298,3285
2011-07-24,fall,2011,July,0,not holiday,Sunday,not workingday,clear,0.8,0.7727,0.59,0.1045,42,77,119,1050,2556,3606
2011-07-24,fall,2011,July,1,not holiday,Sunday,not workingday,clear,0.78,0.7576,0.66,0.1045,33,63,96,1050,2556,3606
2011-07-24,fall,2011,July,2,not holiday,Sunday,not workingday,clear,0.8,0.7879,0.63,0.0896,12,48,60,1050,2556,3606
2011-07-24,fall,2011,July,3,not holiday,Sunday,not workingday,clear,0.8,0.7879,0.63,0.0896,17,20,37,1050,2556,3606
2011-07-24,fall,2011,July,4,not holiday,Sunday,not workingday,clear,0.78,0.7576,0.66,0.1045,1,5,6,1050,2556,3606
2011-07-24,fall,2011,July,5,not holiday,Sunday,not workingday,clear,0.78,0.7576,0.66,0.0896,5,3,8,1050,2556,3606
2011-07-24,fall,2011,July,6,not holiday,Sunday,not workingday,mist,0.8,0.7879,0.63,0.0896,9,13,22,1050,2556,3606
2011-07-24,fall,2011,July,7,not holiday,Sunday,not workingday,clear,0.8,0.7727,0.59,0.1343,6,29,35,1050,2556,3606
2011-07-24,fall,2011,July,8,not holiday,Sunday,not workingday,clear,0.82,0.7879,0.56,0.2836,22,82,104,1050,2556,3606
2011-07-24,fall,2011,July,9,not holiday,Sunday,not workingday,clear,0.82,0.7879,0.56,0.3881,42,112,154,1050,2556,3606
2011-07-24,fall,2011,July,10,not holiday,Sunday,not workingday,clear,0.86,0.8182,0.5,0.3284,61,165,226,1050,2556,3606
2011-07-24,fall,2011,July,11,not holiday,Sunday,not workingday,clear,0.84,0.803,0.53,0.2537,74,169,243,1050,2556,3606
2011-07-24,fall,2011,July,12,not holiday,Sunday,not workingday,clear,0.9,0.8636,0.45,0.1642,85,161,246,1050,2556,3606
2011-07-24,fall,2011,July,13,not holiday,Sunday,not workingday,clear,0.86,0.803,0.47,0.2239,90,162,252,1050,2556,3606
2011-07-24,fall,2011,July,14,not holiday,Sunday,not workingday,clear,0.86,0.8182,0.5,0.2836,79,204,283,1050,2556,3606
2011-07-24,fall,2011,July,15,not holiday,Sunday,not workingday,clear,0.9,0.8485,0.42,0.2537,68,170,238,1050,2556,3606
2011-07-24,fall,2011,July,16,not holiday,Sunday,not workingday,clear,0.9,0.8485,0.42,0.2537,62,187,249,1050,2556,3606
2011-07-24,fall,2011,July,17,not holiday,Sunday,not workingday,clear,0.9,0.8333,0.39,0.1045,75,174,249,1050,2556,3606
2011-07-24,fall,2011,July,18,not holiday,Sunday,not workingday,clear,0.88,0.8182,0.42,0.1642,67,176,243,1050,2556,3606
2011-07-24,fall,2011,July,19,not holiday,Sunday,not workingday,clear,0.86,0.803,0.47,0.1642,70,170,240,1050,2556,3606
2011-07-24,fall,2011,July,20,not holiday,Sunday,not workingday,clear,0.84,0.7879,0.49,0.1642,52,143,195,1050,2556,3606
2011-07-24,fall,2011,July,21,not holiday,Sunday,not workingday,clear,0.8,0.7879,0.63,0.1343,42,111,153,1050,2556,3606
2011-07-24,fall,2011,July,22,not holiday,Sunday,not workingday,clear,0.78,0.7576,0.66,0.0,23,75,98,1050,2556,3606
2011-07-24,fall,2011,July,23,not holiday,Sunday,not workingday,mist,0.76,0.7273,0.7,0.0896,13,37,50,1050,2556,3606
2011-07-25,fall,2011,July,0,not holiday,Monday,workingday,mist,0.76,0.7273,0.7,0.0,17,17,34,568,3272,3840
2011-07-25,fall,2011,July,1,not holiday,Monday,workingday,mist,0.76,0.7424,0.75,0.0896,4,8,12,568,3272,3840
2011-07-25,fall,2011,July,2,not holiday,Monday,workingday,mist,0.74,0.7121,0.79,0.0896,3,3,6,568,3272,3840
2011-07-25,fall,2011,July,3,not holiday,Monday,workingday,clear,0.74,0.7121,0.79,0.0,2,2,4,568,3272,3840
2011-07-25,fall,2011,July,4,not holiday,Monday,workingday,clear,0.72,0.7121,0.84,0.0896,0,6,6,568,3272,3840
2011-07-25,fall,2011,July,5,not holiday,Monday,workingday,clear,0.72,0.7121,0.84,0.0896,2,22,24,568,3272,3840
2011-07-25,fall,2011,July,6,not holiday,Monday,workingday,mist,0.72,0.7121,0.84,0.0896,7,100,107,568,3272,3840
2011-07-25,fall,2011,July,7,not holiday,Monday,workingday,mist,0.74,0.7121,0.79,0.0,20,257,277,568,3272,3840
2011-07-25,fall,2011,July,8,not holiday,Monday,workingday,mist,0.76,0.7424,0.75,0.0,34,353,387,568,3272,3840
2011-07-25,fall,2011,July,9,not holiday,Monday,workingday,clear,0.8,0.803,0.66,0.0,11,124,135,568,3272,3840
2011-07-25,fall,2011,July,10,not holiday,Monday,workingday,clear,0.82,0.803,0.59,0.0,30,54,84,568,3272,3840
2011-07-25,fall,2011,July,11,not holiday,Monday,workingday,mist,0.84,0.8333,0.59,0.194,24,83,107,568,3272,3840
2011-07-25,fall,2011,July,12,not holiday,Monday,workingday,mist,0.84,0.8333,0.59,0.194,17,50,67,568,3272,3840
2011-07-25,fall,2011,July,13,not holiday,Monday,workingday,mist,0.74,0.7121,0.74,0.1343,14,64,78,568,3272,3840
2011-07-25,fall,2011,July,14,not holiday,Monday,workingday,mist,0.72,0.697,0.79,0.194,28,62,90,568,3272,3840
2011-07-25,fall,2011,July,15,not holiday,Monday,workingday,clear,0.7,0.6667,0.84,0.3881,16,96,112,568,3272,3840
2011-07-25,fall,2011,July,16,not holiday,Monday,workingday,clear,0.7,0.6667,0.84,0.2239,37,161,198,568,3272,3840
2011-07-25,fall,2011,July,17,not holiday,Monday,workingday,clear,0.72,0.697,0.74,0.0,48,437,485,568,3272,3840
2011-07-25,fall,2011,July,18,not holiday,Monday,workingday,clear,0.74,0.7121,0.74,0.0896,60,473,533,568,3272,3840
2011-07-25,fall,2011,July,19,not holiday,Monday,workingday,clear,0.74,0.697,0.7,0.0896,62,324,386,568,3272,3840
2011-07-25,fall,2011,July,20,not holiday,Monday,workingday,clear,0.72,0.697,0.74,0.1343,55,247,302,568,3272,3840
2011-07-25,fall,2011,July,21,not holiday,Monday,workingday,clear,0.7,0.6667,0.84,0.0,41,153,194,568,3272,3840
2011-07-25,fall,2011,July,22,not holiday,Monday,workingday,clear,0.7,0.6667,0.84,0.0,13,112,125,568,3272,3840
